"count","jurisdiccion_aplicacion","fecha_aplicacion","nombre_dosis_generica"
1300,"Chubut","2021-05-05","1ra"
819,"Chubut","2021-05-05","2da"
1191,"Chubut","2021-05-06","1ra"
1215,"Chubut","2021-05-06","2da"
1128,"Chubut","2021-05-07","1ra"
2059,"Chubut","2021-05-07","2da"
1,"Chubut","2021-05-07","Refuerzo"
329,"Chubut","2021-05-08","1ra"
396,"Chubut","2021-05-08","2da"
149,"Chubut","2021-05-09","1ra"
281,"Chubut","2021-05-09","2da"
1232,"Chubut","2021-05-10","1ra"
766,"Chubut","2021-05-10","2da"
1559,"Chubut","2021-05-11","1ra"
1106,"Chubut","2021-05-11","2da"
1223,"Chubut","2021-05-12","1ra"
1214,"Chubut","2021-05-12","2da"
742,"Chubut","2021-05-13","1ra"
1699,"Chubut","2021-05-13","2da"
890,"Chubut","2021-05-14","1ra"
2039,"Chubut","2021-05-14","2da"
476,"Chubut","2021-05-15","1ra"
13,"Chubut","2021-05-15","2da"
347,"Chubut","2021-05-16","1ra"
76,"Chubut","2021-05-16","2da"
652,"Chubut","2021-05-17","1ra"
1226,"Chubut","2021-05-17","2da"
708,"Chubut","2021-05-18","1ra"
1262,"Chubut","2021-05-18","2da"
1106,"Chubut","2021-05-19","1ra"
961,"Chubut","2021-05-19","2da"
1003,"Chubut","2021-05-20","1ra"
583,"Chubut","2021-05-20","2da"
1353,"Chubut","2021-05-21","1ra"
660,"Chubut","2021-05-21","2da"
28,"Chubut","2021-05-22","1ra"
651,"Chubut","2021-05-22","2da"
3,"Chubut","2021-05-23","1ra"
8,"Chubut","2021-05-23","2da"
783,"Chubut","2021-05-24","1ra"
85,"Chubut","2021-05-24","2da"
321,"Chubut","2021-05-25","1ra"
9,"Chubut","2021-05-25","2da"
1411,"Chubut","2021-05-26","1ra"
603,"Chubut","2021-05-26","2da"
1308,"Chubut","2021-05-27","1ra"
1256,"Chubut","2021-05-27","2da"
606,"Chubut","2021-05-28","1ra"
1686,"Chubut","2021-05-28","2da"
117,"Chubut","2021-05-29","1ra"
577,"Chubut","2021-05-29","2da"
386,"Chubut","2021-05-30","1ra"
691,"Chubut","2021-05-30","2da"
1045,"Chubut","2021-05-31","1ra"
901,"Chubut","2021-05-31","2da"
1705,"Chubut","2021-06-01","1ra"
928,"Chubut","2021-06-01","2da"
1,"Chubut","2021-06-01","Adicional"
1845,"Chubut","2021-06-02","1ra"
611,"Chubut","2021-06-02","2da"
2274,"Chubut","2021-06-03","1ra"
827,"Chubut","2021-06-03","2da"
2133,"Chubut","2021-06-04","1ra"
543,"Chubut","2021-06-04","2da"
1845,"Chubut","2021-06-05","1ra"
110,"Chubut","2021-06-05","2da"
1,"Chubut","2021-06-05","Refuerzo"
940,"Chubut","2021-06-06","1ra"
25,"Chubut","2021-06-06","2da"
2997,"Chubut","2021-06-07","1ra"
250,"Chubut","2021-06-07","2da"
3454,"Chubut","2021-06-08","1ra"
260,"Chubut","2021-06-08","2da"
3216,"Chubut","2021-06-09","1ra"
165,"Chubut","2021-06-09","2da"
3507,"Chubut","2021-06-10","1ra"
321,"Chubut","2021-06-10","2da"
3540,"Chubut","2021-06-11","1ra"
288,"Chubut","2021-06-11","2da"
1687,"Chubut","2021-06-12","1ra"
536,"Chubut","2021-06-12","2da"
700,"Chubut","2021-06-13","1ra"
333,"Chubut","2021-06-13","2da"
3772,"Chubut","2021-06-14","1ra"
397,"Chubut","2021-06-14","2da"
4284,"Chubut","2021-06-15","1ra"
689,"Chubut","2021-06-15","2da"
5086,"Chubut","2021-06-16","1ra"
578,"Chubut","2021-06-16","2da"
4214,"Chubut","2021-06-17","1ra"
577,"Chubut","2021-06-17","2da"
5106,"Chubut","2021-06-18","1ra"
604,"Chubut","2021-06-18","2da"
1101,"Chubut","2021-06-19","1ra"
2223,"Chubut","2021-06-19","2da"
59,"Chubut","2021-06-20","1ra"
8,"Chubut","2021-06-20","2da"
2009,"Chubut","2021-06-21","1ra"
22,"Chubut","2021-06-21","2da"
4573,"Chubut","2021-06-22","1ra"
349,"Chubut","2021-06-22","2da"
4065,"Chubut","2021-06-23","1ra"
306,"Chubut","2021-06-23","2da"
5013,"Chubut","2021-06-24","1ra"
434,"Chubut","2021-06-24","2da"
5626,"Chubut","2021-06-25","1ra"
575,"Chubut","2021-06-25","2da"
2596,"Chubut","2021-06-26","1ra"
233,"Chubut","2021-06-26","2da"
1375,"Chubut","2021-06-27","1ra"
4891,"Chubut","2021-06-28","1ra"
237,"Chubut","2021-06-28","2da"
5229,"Chubut","2021-06-29","1ra"
303,"Chubut","2021-06-29","2da"
4757,"Chubut","2021-06-30","1ra"
644,"Chubut","2021-06-30","2da"
4409,"Chubut","2021-07-01","1ra"
565,"Chubut","2021-07-01","2da"
5044,"Chubut","2021-07-02","1ra"
227,"Chubut","2021-07-02","2da"
2054,"Chubut","2021-07-03","1ra"
32,"Chubut","2021-07-03","2da"
246,"Chubut","2021-07-04","1ra"
763,"Chubut","2021-07-04","2da"
3734,"Chubut","2021-07-05","1ra"
726,"Chubut","2021-07-05","2da"
3150,"Chubut","2021-07-06","1ra"
916,"Chubut","2021-07-06","2da"
3071,"Chubut","2021-07-07","1ra"
802,"Chubut","2021-07-07","2da"
3518,"Chubut","2021-07-08","1ra"
1494,"Chubut","2021-07-08","2da"
1,"Chubut","2021-07-08","Adicional"
1180,"Chubut","2021-07-09","1ra"
1165,"Chubut","2021-07-09","2da"
127,"Chubut","2021-07-10","1ra"
315,"Chubut","2021-07-10","2da"
3,"Chubut","2021-07-11","1ra"
1,"Chubut","2021-07-11","2da"
1762,"Chubut","2021-07-12","1ra"
2143,"Chubut","2021-07-12","2da"
2609,"Chubut","2021-07-13","1ra"
896,"Chubut","2021-07-13","2da"
3056,"Chubut","2021-07-14","1ra"
780,"Chubut","2021-07-14","2da"
2970,"Chubut","2021-07-15","1ra"
737,"Chubut","2021-07-15","2da"
3688,"Chubut","2021-07-16","1ra"
1222,"Chubut","2021-07-16","2da"
1145,"Chubut","2021-07-17","1ra"
721,"Chubut","2021-07-17","2da"
8,"Chubut","2021-07-18","1ra"
2,"Chubut","2021-07-18","2da"
1137,"Chubut","2021-07-19","1ra"
2431,"Chubut","2021-07-19","2da"
2049,"Chubut","2021-07-20","1ra"
1491,"Chubut","2021-07-20","2da"
2958,"Chubut","2021-07-21","1ra"
628,"Chubut","2021-07-21","2da"
2938,"Chubut","2021-07-22","1ra"
635,"Chubut","2021-07-22","2da"
3413,"Chubut","2021-07-23","1ra"
1091,"Chubut","2021-07-23","2da"
1616,"Chubut","2021-07-24","1ra"
136,"Chubut","2021-07-24","2da"
4,"Chubut","2021-07-25","1ra"
3086,"Chubut","2021-07-26","1ra"
640,"Chubut","2021-07-26","2da"
1175,"Chubut","2021-07-27","1ra"
1931,"Chubut","2021-07-27","2da"
398,"Chubut","2021-07-28","1ra"
1468,"Chubut","2021-07-28","2da"
3115,"Chubut","2021-07-29","1ra"
1243,"Chubut","2021-07-29","2da"
1,"Chubut","2021-07-29","Refuerzo"
2694,"Chubut","2021-07-30","1ra"
1671,"Chubut","2021-07-30","2da"
370,"Chubut","2021-07-31","1ra"
1107,"Chubut","2021-07-31","2da"
3,"Chubut","2021-08-01","1ra"
1,"Chubut","2021-08-01","2da"
2707,"Chubut","2021-08-02","1ra"
845,"Chubut","2021-08-02","2da"
2818,"Chubut","2021-08-03","1ra"
802,"Chubut","2021-08-03","2da"
1897,"Chubut","2021-08-04","1ra"
1444,"Chubut","2021-08-04","2da"
1090,"Chubut","2021-08-05","1ra"
2329,"Chubut","2021-08-05","2da"
1172,"Chubut","2021-08-06","1ra"
2718,"Chubut","2021-08-06","2da"
133,"Chubut","2021-08-07","1ra"
247,"Chubut","2021-08-07","2da"
48,"Chubut","2021-08-08","1ra"
68,"Chubut","2021-08-08","2da"
1009,"Chubut","2021-08-09","1ra"
2321,"Chubut","2021-08-09","2da"
1,"Chubut","2021-08-09","Refuerzo"
1258,"Chubut","2021-08-10","1ra"
2560,"Chubut","2021-08-10","2da"
1042,"Chubut","2021-08-11","1ra"
2567,"Chubut","2021-08-11","2da"
1493,"Chubut","2021-08-12","1ra"
3224,"Chubut","2021-08-12","2da"
1299,"Chubut","2021-08-13","1ra"
4269,"Chubut","2021-08-13","2da"
264,"Chubut","2021-08-14","1ra"
1750,"Chubut","2021-08-14","2da"
10,"Chubut","2021-08-15","1ra"
6,"Chubut","2021-08-15","2da"
2,"Chubut","2021-08-16","1ra"
1675,"Chubut","2021-08-16","2da"
993,"Chubut","2021-08-17","1ra"
3838,"Chubut","2021-08-17","2da"
1,"Chubut","2021-08-17","Refuerzo"
1403,"Chubut","2021-08-18","1ra"
4367,"Chubut","2021-08-18","2da"
779,"Chubut","2021-08-19","1ra"
4537,"Chubut","2021-08-19","2da"
943,"Chubut","2021-08-20","1ra"
4585,"Chubut","2021-08-20","2da"
1,"Chubut","2021-08-20","Refuerzo"
172,"Chubut","2021-08-21","1ra"
983,"Chubut","2021-08-21","2da"
1,"Chubut","2021-08-22","2da"
1834,"Chubut","2021-08-23","1ra"
3500,"Chubut","2021-08-23","2da"
1349,"Chubut","2021-08-24","1ra"
3518,"Chubut","2021-08-24","2da"
1580,"Chubut","2021-08-25","1ra"
4317,"Chubut","2021-08-25","2da"
1155,"Chubut","2021-08-26","1ra"
3974,"Chubut","2021-08-26","2da"
1448,"Chubut","2021-08-27","1ra"
5455,"Chubut","2021-08-27","2da"
602,"Chubut","2021-08-28","1ra"
1496,"Chubut","2021-08-28","2da"
6,"Chubut","2021-08-29","1ra"
150,"Chubut","2021-08-29","2da"
1241,"Chubut","2021-08-30","1ra"
3871,"Chubut","2021-08-30","2da"
1271,"Chubut","2021-08-31","1ra"
3480,"Chubut","2021-08-31","2da"
986,"Chubut","2021-09-01","1ra"
4509,"Chubut","2021-09-01","2da"
835,"Chubut","2021-09-02","1ra"
3835,"Chubut","2021-09-02","2da"
1193,"Chubut","2021-09-03","1ra"
4280,"Chubut","2021-09-03","2da"
464,"Chubut","2021-09-04","1ra"
877,"Chubut","2021-09-04","2da"
129,"Chubut","2021-09-05","1ra"
737,"Chubut","2021-09-05","2da"
844,"Chubut","2021-09-06","1ra"
2654,"Chubut","2021-09-06","2da"
753,"Chubut","2021-09-07","1ra"
3205,"Chubut","2021-09-07","2da"
893,"Chubut","2021-09-08","1ra"
3499,"Chubut","2021-09-08","2da"
709,"Chubut","2021-09-09","1ra"
3585,"Chubut","2021-09-09","2da"
769,"Chubut","2021-09-10","1ra"
3869,"Chubut","2021-09-10","2da"
345,"Chubut","2021-09-11","1ra"
998,"Chubut","2021-09-11","2da"
2,"Chubut","2021-09-12","1ra"
3,"Chubut","2021-09-12","2da"
613,"Chubut","2021-09-13","1ra"
2832,"Chubut","2021-09-13","2da"
824,"Chubut","2021-09-14","1ra"
2992,"Chubut","2021-09-14","2da"
705,"Chubut","2021-09-15","1ra"
2936,"Chubut","2021-09-15","2da"
751,"Chubut","2021-09-16","1ra"
4140,"Chubut","2021-09-16","2da"
717,"Chubut","2021-09-17","1ra"
3736,"Chubut","2021-09-17","2da"
173,"Chubut","2021-09-18","1ra"
1446,"Chubut","2021-09-18","2da"
4,"Chubut","2021-09-19","1ra"
852,"Chubut","2021-09-19","2da"
594,"Chubut","2021-09-20","1ra"
3368,"Chubut","2021-09-20","2da"
182,"Chubut","2021-09-21","1ra"
130,"Chubut","2021-09-21","2da"
871,"Chubut","2021-09-22","1ra"
3594,"Chubut","2021-09-22","2da"
1058,"Chubut","2021-09-23","1ra"
3554,"Chubut","2021-09-23","2da"
2522,"Chubut","2021-09-24","1ra"
2513,"Chubut","2021-09-24","2da"
1,"Chubut","2021-09-24","Refuerzo"
310,"Chubut","2021-09-25","1ra"
1293,"Chubut","2021-09-25","2da"
52,"Chubut","2021-09-26","1ra"
486,"Chubut","2021-09-26","2da"
1108,"Chubut","2021-09-27","1ra"
1598,"Chubut","2021-09-27","2da"
1372,"Chubut","2021-09-28","1ra"
1458,"Chubut","2021-09-28","2da"
7,"Chubut","2021-09-28","Unica"
995,"Chubut","2021-09-29","1ra"
2128,"Chubut","2021-09-29","2da"
1362,"Chubut","2021-09-30","1ra"
2528,"Chubut","2021-09-30","2da"
6,"Chubut","2021-09-30","Unica"
1421,"Chubut","2021-10-01","1ra"
2667,"Chubut","2021-10-01","2da"
1,"Chubut","2021-10-01","Unica"
226,"Chubut","2021-10-02","1ra"
1251,"Chubut","2021-10-02","2da"
51,"Chubut","2021-10-03","1ra"
874,"Chubut","2021-10-03","2da"
1762,"Chubut","2021-10-04","1ra"
1132,"Chubut","2021-10-04","2da"
4,"Chubut","2021-10-04","Unica"
1064,"Chubut","2021-10-05","1ra"
2033,"Chubut","2021-10-05","2da"
4,"Chubut","2021-10-05","Unica"
1065,"Chubut","2021-10-06","1ra"
2067,"Chubut","2021-10-06","2da"
4,"Chubut","2021-10-06","Unica"
1240,"Chubut","2021-10-07","1ra"
2311,"Chubut","2021-10-07","2da"
6,"Chubut","2021-10-07","Unica"
84,"Chubut","2021-10-08","1ra"
68,"Chubut","2021-10-08","2da"
7,"Chubut","2021-10-09","1ra"
9,"Chubut","2021-10-09","2da"
2,"Chubut","2021-10-10","1ra"
17,"Chubut","2021-10-10","2da"
9,"Chubut","2021-10-11","1ra"
6,"Chubut","2021-10-11","2da"
1156,"Chubut","2021-10-12","1ra"
2095,"Chubut","2021-10-12","2da"
1083,"Chubut","2021-10-13","1ra"
2048,"Chubut","2021-10-13","2da"
2,"Chubut","2021-10-13","Unica"
998,"Chubut","2021-10-14","1ra"
2046,"Chubut","2021-10-14","2da"
1447,"Chubut","2021-10-15","1ra"
2338,"Chubut","2021-10-15","2da"
1085,"Chubut","2021-10-16","1ra"
192,"Chubut","2021-10-16","2da"
2,"Chubut","2021-10-17","1ra"
12,"Chubut","2021-10-17","2da"
1840,"Chubut","2021-10-18","1ra"
999,"Chubut","2021-10-18","2da"
1,"Chubut","2021-10-18","Unica"
2259,"Chubut","2021-10-19","1ra"
953,"Chubut","2021-10-19","2da"
1,"Chubut","2021-10-19","Adicional"
1213,"Chubut","2021-10-20","1ra"
1506,"Chubut","2021-10-20","2da"
1,"Chubut","2021-10-20","Unica"
1313,"Chubut","2021-10-21","1ra"
1939,"Chubut","2021-10-21","2da"
1669,"Chubut","2021-10-22","1ra"
1619,"Chubut","2021-10-22","2da"
1949,"Chubut","2021-10-23","1ra"
303,"Chubut","2021-10-23","2da"
1066,"Chubut","2021-10-24","1ra"
10,"Chubut","2021-10-24","2da"
1,"Chubut","2021-10-24","Unica"
703,"Chubut","2021-10-25","1ra"
752,"Chubut","2021-10-25","2da"
1910,"Chubut","2021-10-26","1ra"
1032,"Chubut","2021-10-26","2da"
1,"Chubut","2021-10-26","Unica"
2491,"Chubut","2021-10-27","1ra"
1316,"Chubut","2021-10-27","2da"
1,"Chubut","2021-10-27","Adicional"
1,"Chubut","2021-10-27","Refuerzo"
1995,"Chubut","2021-10-28","1ra"
1907,"Chubut","2021-10-28","2da"
3,"Chubut","2021-10-28","Adicional"
2128,"Chubut","2021-10-29","1ra"
2079,"Chubut","2021-10-29","2da"
15,"Chubut","2021-10-29","Adicional"
1,"Chubut","2021-10-29","Unica"
1541,"Chubut","2021-10-30","1ra"
486,"Chubut","2021-10-30","2da"
1,"Chubut","2021-10-30","Adicional"
68,"Chubut","2021-10-31","1ra"
1,"Chubut","2021-10-31","2da"
1,"Chubut","2021-10-31","Unica"
1397,"Chubut","2021-11-01","1ra"
990,"Chubut","2021-11-01","2da"
13,"Chubut","2021-11-01","Adicional"
1,"Chubut","2021-11-01","Refuerzo"
1892,"Chubut","2021-11-02","1ra"
1850,"Chubut","2021-11-02","2da"
141,"Chubut","2021-11-02","Adicional"
2,"Chubut","2021-11-02","Refuerzo"
1,"Chubut","2021-11-02","Unica"
888,"Chubut","2021-11-03","1ra"
503,"Chubut","2021-11-03","2da"
1608,"Chubut","2021-11-04","1ra"
1359,"Chubut","2021-11-04","2da"
145,"Chubut","2021-11-04","Adicional"
2,"Chubut","2021-11-04","Unica"
1845,"Chubut","2021-11-05","1ra"
1729,"Chubut","2021-11-05","2da"
107,"Chubut","2021-11-05","Adicional"
1,"Chubut","2021-11-05","Refuerzo"
3,"Chubut","2021-11-05","Unica"
691,"Chubut","2021-11-06","1ra"
213,"Chubut","2021-11-06","2da"
89,"Chubut","2021-11-06","Adicional"
1,"Chubut","2021-11-06","Refuerzo"
194,"Chubut","2021-11-07","1ra"
75,"Chubut","2021-11-07","2da"
14,"Chubut","2021-11-07","Adicional"
1,"Chubut","2021-11-07","Refuerzo"
981,"Chubut","2021-11-08","1ra"
806,"Chubut","2021-11-08","2da"
335,"Chubut","2021-11-08","Adicional"
1,"Chubut","2021-11-08","Refuerzo"
1247,"Chubut","2021-11-09","1ra"
1415,"Chubut","2021-11-09","2da"
573,"Chubut","2021-11-09","Adicional"
10,"Chubut","2021-11-09","Refuerzo"
1423,"Chubut","2021-11-10","1ra"
1603,"Chubut","2021-11-10","2da"
608,"Chubut","2021-11-10","Adicional"
9,"Chubut","2021-11-10","Refuerzo"
3,"Chubut","2021-11-10","Unica"
1551,"Chubut","2021-11-11","1ra"
1545,"Chubut","2021-11-11","2da"
654,"Chubut","2021-11-11","Adicional"
17,"Chubut","2021-11-11","Refuerzo"
1511,"Chubut","2021-11-12","1ra"
1606,"Chubut","2021-11-12","2da"
566,"Chubut","2021-11-12","Adicional"
32,"Chubut","2021-11-12","Refuerzo"
447,"Chubut","2021-11-13","1ra"
900,"Chubut","2021-11-13","2da"
209,"Chubut","2021-11-13","Adicional"
25,"Chubut","2021-11-13","Refuerzo"
4,"Chubut","2021-11-14","1ra"
1,"Chubut","2021-11-14","2da"
8,"Chubut","2021-11-14","Adicional"
1,"Chubut","2021-11-14","Refuerzo"
986,"Chubut","2021-11-15","1ra"
1253,"Chubut","2021-11-15","2da"
652,"Chubut","2021-11-15","Adicional"
209,"Chubut","2021-11-15","Refuerzo"
1,"Chubut","2021-11-15","Unica"
886,"Chubut","2021-11-16","1ra"
1681,"Chubut","2021-11-16","2da"
553,"Chubut","2021-11-16","Adicional"
425,"Chubut","2021-11-16","Refuerzo"
985,"Chubut","2021-11-17","1ra"
1553,"Chubut","2021-11-17","2da"
412,"Chubut","2021-11-17","Adicional"
578,"Chubut","2021-11-17","Refuerzo"
1009,"Chubut","2021-11-18","1ra"
1898,"Chubut","2021-11-18","2da"
487,"Chubut","2021-11-18","Adicional"
691,"Chubut","2021-11-18","Refuerzo"
1,"Chubut","2021-11-18","Unica"
1115,"Chubut","2021-11-19","1ra"
1877,"Chubut","2021-11-19","2da"
400,"Chubut","2021-11-19","Adicional"
653,"Chubut","2021-11-19","Refuerzo"
6,"Chubut","2021-11-19","Unica"
108,"Chubut","2021-11-20","1ra"
184,"Chubut","2021-11-20","2da"
130,"Chubut","2021-11-20","Adicional"
141,"Chubut","2021-11-20","Refuerzo"
22,"Chubut","2021-11-21","1ra"
20,"Chubut","2021-11-21","2da"
2,"Chubut","2021-11-21","Adicional"
10,"Chubut","2021-11-21","Refuerzo"
8,"Chubut","2021-11-22","1ra"
5,"Chubut","2021-11-22","2da"
1,"Chubut","2021-11-22","Adicional"
14,"Chubut","2021-11-22","Refuerzo"
934,"Chubut","2021-11-23","1ra"
1647,"Chubut","2021-11-23","2da"
495,"Chubut","2021-11-23","Adicional"
667,"Chubut","2021-11-23","Refuerzo"
753,"Chubut","2021-11-24","1ra"
1362,"Chubut","2021-11-24","2da"
448,"Chubut","2021-11-24","Adicional"
553,"Chubut","2021-11-24","Refuerzo"
1060,"Chubut","2021-11-25","1ra"
1564,"Chubut","2021-11-25","2da"
521,"Chubut","2021-11-25","Adicional"
561,"Chubut","2021-11-25","Refuerzo"
1110,"Chubut","2021-11-26","1ra"
2130,"Chubut","2021-11-26","2da"
509,"Chubut","2021-11-26","Adicional"
894,"Chubut","2021-11-26","Refuerzo"
3,"Chubut","2021-11-26","Unica"
471,"Chubut","2021-11-27","1ra"
994,"Chubut","2021-11-27","2da"
105,"Chubut","2021-11-27","Adicional"
333,"Chubut","2021-11-27","Refuerzo"
7,"Chubut","2021-11-28","1ra"
19,"Chubut","2021-11-28","2da"
1,"Chubut","2021-11-28","Adicional"
1,"Chubut","2021-11-28","Refuerzo"
632,"Chubut","2021-11-29","1ra"
1057,"Chubut","2021-11-29","2da"
401,"Chubut","2021-11-29","Adicional"
501,"Chubut","2021-11-29","Refuerzo"
3,"Chubut","2021-11-29","Unica"
813,"Chubut","2021-11-30","1ra"
1034,"Chubut","2021-11-30","2da"
476,"Chubut","2021-11-30","Adicional"
755,"Chubut","2021-11-30","Refuerzo"
6,"Chubut","2021-11-30","Unica"
714,"Chubut","2021-12-01","1ra"
1161,"Chubut","2021-12-01","2da"
375,"Chubut","2021-12-01","Adicional"
542,"Chubut","2021-12-01","Refuerzo"
29,"Chubut","2021-12-01","Unica"
962,"Chubut","2021-12-02","1ra"
1157,"Chubut","2021-12-02","2da"
273,"Chubut","2021-12-02","Adicional"
530,"Chubut","2021-12-02","Refuerzo"
1,"Chubut","2021-12-02","Unica"
1098,"Chubut","2021-12-03","1ra"
1284,"Chubut","2021-12-03","2da"
283,"Chubut","2021-12-03","Adicional"
577,"Chubut","2021-12-03","Refuerzo"
12,"Chubut","2021-12-03","Unica"
301,"Chubut","2021-12-04","1ra"
453,"Chubut","2021-12-04","2da"
52,"Chubut","2021-12-04","Adicional"
169,"Chubut","2021-12-04","Refuerzo"
2,"Chubut","2021-12-04","Unica"
57,"Chubut","2021-12-05","1ra"
36,"Chubut","2021-12-05","2da"
5,"Chubut","2021-12-05","Adicional"
7,"Chubut","2021-12-05","Refuerzo"
1,"Chubut","2021-12-05","Unica"
758,"Chubut","2021-12-06","1ra"
1023,"Chubut","2021-12-06","2da"
260,"Chubut","2021-12-06","Adicional"
491,"Chubut","2021-12-06","Refuerzo"
18,"Chubut","2021-12-06","Unica"
821,"Chubut","2021-12-07","1ra"
1136,"Chubut","2021-12-07","2da"
288,"Chubut","2021-12-07","Adicional"
572,"Chubut","2021-12-07","Refuerzo"
24,"Chubut","2021-12-07","Unica"
89,"Chubut","2021-12-08","1ra"
93,"Chubut","2021-12-08","2da"
28,"Chubut","2021-12-08","Adicional"
97,"Chubut","2021-12-08","Refuerzo"
663,"Chubut","2021-12-09","1ra"
1063,"Chubut","2021-12-09","2da"
330,"Chubut","2021-12-09","Adicional"
617,"Chubut","2021-12-09","Refuerzo"
9,"Chubut","2021-12-09","Unica"
699,"Chubut","2021-12-10","1ra"
1234,"Chubut","2021-12-10","2da"
349,"Chubut","2021-12-10","Adicional"
772,"Chubut","2021-12-10","Refuerzo"
11,"Chubut","2021-12-10","Unica"
204,"Chubut","2021-12-11","1ra"
261,"Chubut","2021-12-11","2da"
83,"Chubut","2021-12-11","Adicional"
179,"Chubut","2021-12-11","Refuerzo"
27,"Chubut","2021-12-12","1ra"
43,"Chubut","2021-12-12","2da"
5,"Chubut","2021-12-12","Adicional"
17,"Chubut","2021-12-12","Refuerzo"
50,"Chubut","2021-12-13","1ra"
63,"Chubut","2021-12-13","2da"
32,"Chubut","2021-12-13","Adicional"
142,"Chubut","2021-12-13","Refuerzo"
605,"Chubut","2021-12-14","1ra"
1099,"Chubut","2021-12-14","2da"
484,"Chubut","2021-12-14","Adicional"
728,"Chubut","2021-12-14","Refuerzo"
16,"Chubut","2021-12-14","Unica"
590,"Chubut","2021-12-15","1ra"
1114,"Chubut","2021-12-15","2da"
284,"Chubut","2021-12-15","Adicional"
723,"Chubut","2021-12-15","Refuerzo"
4,"Chubut","2021-12-15","Unica"
678,"Chubut","2021-12-16","1ra"
1318,"Chubut","2021-12-16","2da"
435,"Chubut","2021-12-16","Adicional"
824,"Chubut","2021-12-16","Refuerzo"
7,"Chubut","2021-12-16","Unica"
641,"Chubut","2021-12-17","1ra"
1200,"Chubut","2021-12-17","2da"
295,"Chubut","2021-12-17","Adicional"
934,"Chubut","2021-12-17","Refuerzo"
10,"Chubut","2021-12-17","Unica"
114,"Chubut","2021-12-18","1ra"
169,"Chubut","2021-12-18","2da"
94,"Chubut","2021-12-18","Adicional"
165,"Chubut","2021-12-18","Refuerzo"
3,"Chubut","2021-12-18","Unica"
18,"Chubut","2021-12-19","1ra"
28,"Chubut","2021-12-19","2da"
6,"Chubut","2021-12-19","Adicional"
25,"Chubut","2021-12-19","Refuerzo"
513,"Chubut","2021-12-20","1ra"
980,"Chubut","2021-12-20","2da"
407,"Chubut","2021-12-20","Adicional"
949,"Chubut","2021-12-20","Refuerzo"
9,"Chubut","2021-12-20","Unica"
652,"Chubut","2021-12-21","1ra"
1345,"Chubut","2021-12-21","2da"
442,"Chubut","2021-12-21","Adicional"
923,"Chubut","2021-12-21","Refuerzo"
18,"Chubut","2021-12-21","Unica"
553,"Chubut","2021-12-22","1ra"
1163,"Chubut","2021-12-22","2da"
269,"Chubut","2021-12-22","Adicional"
761,"Chubut","2021-12-22","Refuerzo"
13,"Chubut","2021-12-22","Unica"
413,"Chubut","2021-12-23","1ra"
842,"Chubut","2021-12-23","2da"
261,"Chubut","2021-12-23","Adicional"
594,"Chubut","2021-12-23","Refuerzo"
11,"Chubut","2021-12-23","Unica"
21,"Chubut","2021-12-24","1ra"
19,"Chubut","2021-12-24","2da"
6,"Chubut","2021-12-24","Adicional"
29,"Chubut","2021-12-24","Refuerzo"
2,"Chubut","2021-12-26","1ra"
1,"Chubut","2021-12-26","Adicional"
2,"Chubut","2021-12-26","Refuerzo"
654,"Chubut","2021-12-27","1ra"
1087,"Chubut","2021-12-27","2da"
349,"Chubut","2021-12-27","Adicional"
1549,"Chubut","2021-12-27","Refuerzo"
10,"Chubut","2021-12-27","Unica"
925,"Chubut","2021-12-28","1ra"
1673,"Chubut","2021-12-28","2da"
687,"Chubut","2021-12-28","Adicional"
1896,"Chubut","2021-12-28","Refuerzo"
22,"Chubut","2021-12-28","Unica"
903,"Chubut","2021-12-29","1ra"
1554,"Chubut","2021-12-29","2da"
675,"Chubut","2021-12-29","Adicional"
2434,"Chubut","2021-12-29","Refuerzo"
9,"Chubut","2021-12-29","Unica"
752,"Chubut","2021-12-30","1ra"
1383,"Chubut","2021-12-30","2da"
471,"Chubut","2021-12-30","Adicional"
2470,"Chubut","2021-12-30","Refuerzo"
20,"Chubut","2021-12-30","Unica"
28,"Chubut","2021-12-31","1ra"
38,"Chubut","2021-12-31","2da"
11,"Chubut","2021-12-31","Adicional"
98,"Chubut","2021-12-31","Refuerzo"
2,"Chubut","2022-01-01","1ra"
2,"Chubut","2022-01-01","2da"
2,"Chubut","2022-01-02","1ra"
5,"Chubut","2022-01-02","2da"
2,"Chubut","2022-01-02","Adicional"
7,"Chubut","2022-01-02","Refuerzo"
1,"Chubut","2022-01-02","Unica"
861,"Chubut","2022-01-03","1ra"
1137,"Chubut","2022-01-03","2da"
453,"Chubut","2022-01-03","Adicional"
3191,"Chubut","2022-01-03","Refuerzo"
41,"Chubut","2022-01-03","Unica"
1075,"Chubut","2022-01-04","1ra"
1518,"Chubut","2022-01-04","2da"
589,"Chubut","2022-01-04","Adicional"
4067,"Chubut","2022-01-04","Refuerzo"
36,"Chubut","2022-01-04","Unica"
1179,"Chubut","2022-01-05","1ra"
1566,"Chubut","2022-01-05","2da"
655,"Chubut","2022-01-05","Adicional"
4770,"Chubut","2022-01-05","Refuerzo"
33,"Chubut","2022-01-05","Unica"
1351,"Chubut","2022-01-06","1ra"
1719,"Chubut","2022-01-06","2da"
630,"Chubut","2022-01-06","Adicional"
3989,"Chubut","2022-01-06","Refuerzo"
53,"Chubut","2022-01-06","Unica"
1215,"Chubut","2022-01-07","1ra"
1645,"Chubut","2022-01-07","2da"
