"count","jurisdiccion_aplicacion","fecha_aplicacion","nombre_dosis_generica"
139,"Santa Cruz","2021-04-21","2da"
338,"Santa Cruz","2021-04-22","1ra"
52,"Santa Cruz","2021-04-22","2da"
348,"Santa Cruz","2021-04-23","1ra"
11,"Santa Cruz","2021-04-23","2da"
128,"Santa Cruz","2021-04-24","1ra"
20,"Santa Cruz","2021-04-24","2da"
1,"Santa Cruz","2021-04-25","1ra"
891,"Santa Cruz","2021-04-26","1ra"
14,"Santa Cruz","2021-04-26","2da"
803,"Santa Cruz","2021-04-27","1ra"
55,"Santa Cruz","2021-04-27","2da"
964,"Santa Cruz","2021-04-28","1ra"
262,"Santa Cruz","2021-04-28","2da"
1021,"Santa Cruz","2021-04-29","1ra"
50,"Santa Cruz","2021-04-29","2da"
723,"Santa Cruz","2021-04-30","1ra"
646,"Santa Cruz","2021-04-30","2da"
72,"Santa Cruz","2021-05-01","1ra"
60,"Santa Cruz","2021-05-02","1ra"
528,"Santa Cruz","2021-05-03","1ra"
334,"Santa Cruz","2021-05-03","2da"
846,"Santa Cruz","2021-05-04","1ra"
573,"Santa Cruz","2021-05-04","2da"
942,"Santa Cruz","2021-05-05","1ra"
206,"Santa Cruz","2021-05-05","2da"
883,"Santa Cruz","2021-05-06","1ra"
395,"Santa Cruz","2021-05-06","2da"
1109,"Santa Cruz","2021-05-07","1ra"
546,"Santa Cruz","2021-05-07","2da"
281,"Santa Cruz","2021-05-08","1ra"
182,"Santa Cruz","2021-05-08","2da"
2,"Santa Cruz","2021-05-09","1ra"
6,"Santa Cruz","2021-05-09","2da"
1145,"Santa Cruz","2021-05-10","1ra"
264,"Santa Cruz","2021-05-10","2da"
778,"Santa Cruz","2021-05-11","1ra"
504,"Santa Cruz","2021-05-11","2da"
1206,"Santa Cruz","2021-05-12","1ra"
388,"Santa Cruz","2021-05-12","2da"
1587,"Santa Cruz","2021-05-13","1ra"
187,"Santa Cruz","2021-05-13","2da"
903,"Santa Cruz","2021-05-14","1ra"
362,"Santa Cruz","2021-05-14","2da"
274,"Santa Cruz","2021-05-15","1ra"
230,"Santa Cruz","2021-05-15","2da"
4,"Santa Cruz","2021-05-16","1ra"
885,"Santa Cruz","2021-05-17","1ra"
163,"Santa Cruz","2021-05-17","2da"
1356,"Santa Cruz","2021-05-18","1ra"
176,"Santa Cruz","2021-05-18","2da"
287,"Santa Cruz","2021-05-19","1ra"
974,"Santa Cruz","2021-05-19","2da"
1,"Santa Cruz","2021-05-19","Adicional"
783,"Santa Cruz","2021-05-20","1ra"
554,"Santa Cruz","2021-05-20","2da"
724,"Santa Cruz","2021-05-21","1ra"
561,"Santa Cruz","2021-05-21","2da"
860,"Santa Cruz","2021-05-22","1ra"
211,"Santa Cruz","2021-05-22","2da"
1001,"Santa Cruz","2021-05-23","1ra"
12,"Santa Cruz","2021-05-23","2da"
1090,"Santa Cruz","2021-05-24","1ra"
273,"Santa Cruz","2021-05-24","2da"
493,"Santa Cruz","2021-05-25","1ra"
557,"Santa Cruz","2021-05-25","2da"
154,"Santa Cruz","2021-05-26","1ra"
1104,"Santa Cruz","2021-05-26","2da"
1084,"Santa Cruz","2021-05-27","1ra"
1113,"Santa Cruz","2021-05-27","2da"
893,"Santa Cruz","2021-05-28","1ra"
843,"Santa Cruz","2021-05-28","2da"
845,"Santa Cruz","2021-05-29","1ra"
267,"Santa Cruz","2021-05-29","2da"
19,"Santa Cruz","2021-05-30","1ra"
7,"Santa Cruz","2021-05-30","2da"
780,"Santa Cruz","2021-05-31","1ra"
1120,"Santa Cruz","2021-05-31","2da"
729,"Santa Cruz","2021-06-01","1ra"
1483,"Santa Cruz","2021-06-01","2da"
1614,"Santa Cruz","2021-06-02","1ra"
485,"Santa Cruz","2021-06-02","2da"
1740,"Santa Cruz","2021-06-03","1ra"
505,"Santa Cruz","2021-06-03","2da"
1940,"Santa Cruz","2021-06-04","1ra"
212,"Santa Cruz","2021-06-04","2da"
1141,"Santa Cruz","2021-06-05","1ra"
437,"Santa Cruz","2021-06-05","2da"
617,"Santa Cruz","2021-06-06","1ra"
10,"Santa Cruz","2021-06-06","2da"
2173,"Santa Cruz","2021-06-07","1ra"
349,"Santa Cruz","2021-06-07","2da"
2432,"Santa Cruz","2021-06-08","1ra"
509,"Santa Cruz","2021-06-08","2da"
3196,"Santa Cruz","2021-06-09","1ra"
333,"Santa Cruz","2021-06-09","2da"
2699,"Santa Cruz","2021-06-10","1ra"
647,"Santa Cruz","2021-06-10","2da"
1822,"Santa Cruz","2021-06-11","1ra"
549,"Santa Cruz","2021-06-11","2da"
2369,"Santa Cruz","2021-06-12","1ra"
62,"Santa Cruz","2021-06-12","2da"
188,"Santa Cruz","2021-06-13","1ra"
2,"Santa Cruz","2021-06-13","2da"
1118,"Santa Cruz","2021-06-14","1ra"
673,"Santa Cruz","2021-06-14","2da"
1472,"Santa Cruz","2021-06-15","1ra"
1223,"Santa Cruz","2021-06-15","2da"
983,"Santa Cruz","2021-06-16","1ra"
1076,"Santa Cruz","2021-06-16","2da"
1386,"Santa Cruz","2021-06-17","1ra"
779,"Santa Cruz","2021-06-17","2da"
2086,"Santa Cruz","2021-06-18","1ra"
378,"Santa Cruz","2021-06-18","2da"
1079,"Santa Cruz","2021-06-19","1ra"
84,"Santa Cruz","2021-06-19","2da"
1,"Santa Cruz","2021-06-20","1ra"
5,"Santa Cruz","2021-06-20","2da"
297,"Santa Cruz","2021-06-21","1ra"
31,"Santa Cruz","2021-06-21","2da"
1964,"Santa Cruz","2021-06-22","1ra"
156,"Santa Cruz","2021-06-22","2da"
1982,"Santa Cruz","2021-06-23","1ra"
302,"Santa Cruz","2021-06-23","2da"
2086,"Santa Cruz","2021-06-24","1ra"
187,"Santa Cruz","2021-06-24","2da"
770,"Santa Cruz","2021-06-25","1ra"
679,"Santa Cruz","2021-06-25","2da"
862,"Santa Cruz","2021-06-26","1ra"
46,"Santa Cruz","2021-06-26","2da"
421,"Santa Cruz","2021-06-27","1ra"
3,"Santa Cruz","2021-06-27","2da"
1540,"Santa Cruz","2021-06-28","1ra"
286,"Santa Cruz","2021-06-28","2da"
2389,"Santa Cruz","2021-06-29","1ra"
440,"Santa Cruz","2021-06-29","2da"
1965,"Santa Cruz","2021-06-30","1ra"
267,"Santa Cruz","2021-06-30","2da"
2034,"Santa Cruz","2021-07-01","1ra"
232,"Santa Cruz","2021-07-01","2da"
2064,"Santa Cruz","2021-07-02","1ra"
220,"Santa Cruz","2021-07-02","2da"
1055,"Santa Cruz","2021-07-03","1ra"
23,"Santa Cruz","2021-07-03","2da"
2,"Santa Cruz","2021-07-04","1ra"
2,"Santa Cruz","2021-07-04","2da"
716,"Santa Cruz","2021-07-05","1ra"
1136,"Santa Cruz","2021-07-05","2da"
1396,"Santa Cruz","2021-07-06","1ra"
899,"Santa Cruz","2021-07-06","2da"
1636,"Santa Cruz","2021-07-07","1ra"
431,"Santa Cruz","2021-07-07","2da"
1784,"Santa Cruz","2021-07-08","1ra"
406,"Santa Cruz","2021-07-08","2da"
1260,"Santa Cruz","2021-07-09","1ra"
72,"Santa Cruz","2021-07-09","2da"
350,"Santa Cruz","2021-07-10","1ra"
16,"Santa Cruz","2021-07-10","2da"
48,"Santa Cruz","2021-07-11","1ra"
1,"Santa Cruz","2021-07-11","2da"
1968,"Santa Cruz","2021-07-12","1ra"
202,"Santa Cruz","2021-07-12","2da"
2458,"Santa Cruz","2021-07-13","1ra"
224,"Santa Cruz","2021-07-13","2da"
2024,"Santa Cruz","2021-07-14","1ra"
409,"Santa Cruz","2021-07-14","2da"
2507,"Santa Cruz","2021-07-15","1ra"
184,"Santa Cruz","2021-07-15","2da"
1220,"Santa Cruz","2021-07-16","1ra"
164,"Santa Cruz","2021-07-16","2da"
812,"Santa Cruz","2021-07-17","1ra"
40,"Santa Cruz","2021-07-17","2da"
2,"Santa Cruz","2021-07-18","2da"
978,"Santa Cruz","2021-07-19","1ra"
786,"Santa Cruz","2021-07-19","2da"
1111,"Santa Cruz","2021-07-20","1ra"
1845,"Santa Cruz","2021-07-20","2da"
1523,"Santa Cruz","2021-07-21","1ra"
1142,"Santa Cruz","2021-07-21","2da"
2554,"Santa Cruz","2021-07-22","1ra"
1040,"Santa Cruz","2021-07-22","2da"
2242,"Santa Cruz","2021-07-23","1ra"
644,"Santa Cruz","2021-07-23","2da"
960,"Santa Cruz","2021-07-24","1ra"
50,"Santa Cruz","2021-07-24","2da"
164,"Santa Cruz","2021-07-25","1ra"
74,"Santa Cruz","2021-07-25","2da"
2271,"Santa Cruz","2021-07-26","1ra"
644,"Santa Cruz","2021-07-26","2da"
2671,"Santa Cruz","2021-07-27","1ra"
1026,"Santa Cruz","2021-07-27","2da"
1957,"Santa Cruz","2021-07-28","1ra"
1254,"Santa Cruz","2021-07-28","2da"
1513,"Santa Cruz","2021-07-29","1ra"
1937,"Santa Cruz","2021-07-29","2da"
271,"Santa Cruz","2021-07-30","1ra"
2145,"Santa Cruz","2021-07-30","2da"
57,"Santa Cruz","2021-07-31","1ra"
759,"Santa Cruz","2021-07-31","2da"
31,"Santa Cruz","2021-08-01","1ra"
1,"Santa Cruz","2021-08-01","2da"
156,"Santa Cruz","2021-08-02","1ra"
1645,"Santa Cruz","2021-08-02","2da"
572,"Santa Cruz","2021-08-03","1ra"
1791,"Santa Cruz","2021-08-03","2da"
246,"Santa Cruz","2021-08-04","1ra"
1588,"Santa Cruz","2021-08-04","2da"
1062,"Santa Cruz","2021-08-05","1ra"
1479,"Santa Cruz","2021-08-05","2da"
189,"Santa Cruz","2021-08-06","1ra"
2262,"Santa Cruz","2021-08-06","2da"
313,"Santa Cruz","2021-08-07","1ra"
420,"Santa Cruz","2021-08-07","2da"
47,"Santa Cruz","2021-08-08","1ra"
302,"Santa Cruz","2021-08-08","2da"
87,"Santa Cruz","2021-08-09","1ra"
1512,"Santa Cruz","2021-08-09","2da"
286,"Santa Cruz","2021-08-10","1ra"
2429,"Santa Cruz","2021-08-10","2da"
221,"Santa Cruz","2021-08-11","1ra"
1686,"Santa Cruz","2021-08-11","2da"
358,"Santa Cruz","2021-08-12","1ra"
2788,"Santa Cruz","2021-08-12","2da"
178,"Santa Cruz","2021-08-13","1ra"
2973,"Santa Cruz","2021-08-13","2da"
235,"Santa Cruz","2021-08-14","1ra"
126,"Santa Cruz","2021-08-14","2da"
259,"Santa Cruz","2021-08-15","1ra"
13,"Santa Cruz","2021-08-15","2da"
1489,"Santa Cruz","2021-08-16","1ra"
282,"Santa Cruz","2021-08-16","2da"
318,"Santa Cruz","2021-08-17","1ra"
2363,"Santa Cruz","2021-08-17","2da"
1182,"Santa Cruz","2021-08-18","1ra"
2682,"Santa Cruz","2021-08-18","2da"
780,"Santa Cruz","2021-08-19","1ra"
2961,"Santa Cruz","2021-08-19","2da"
510,"Santa Cruz","2021-08-20","1ra"
2059,"Santa Cruz","2021-08-20","2da"
1337,"Santa Cruz","2021-08-21","1ra"
458,"Santa Cruz","2021-08-21","2da"
1,"Santa Cruz","2021-08-22","1ra"
43,"Santa Cruz","2021-08-22","2da"
724,"Santa Cruz","2021-08-23","1ra"
1193,"Santa Cruz","2021-08-23","2da"
593,"Santa Cruz","2021-08-24","1ra"
2373,"Santa Cruz","2021-08-24","2da"
455,"Santa Cruz","2021-08-25","1ra"
1534,"Santa Cruz","2021-08-25","2da"
362,"Santa Cruz","2021-08-26","1ra"
1627,"Santa Cruz","2021-08-26","2da"
335,"Santa Cruz","2021-08-27","1ra"
1732,"Santa Cruz","2021-08-27","2da"
129,"Santa Cruz","2021-08-28","1ra"
342,"Santa Cruz","2021-08-28","2da"
174,"Santa Cruz","2021-08-29","1ra"
13,"Santa Cruz","2021-08-29","2da"
1707,"Santa Cruz","2021-08-30","1ra"
1156,"Santa Cruz","2021-08-30","2da"
185,"Santa Cruz","2021-08-31","1ra"
2340,"Santa Cruz","2021-08-31","2da"
1,"Santa Cruz","2021-08-31","Refuerzo"
223,"Santa Cruz","2021-09-01","1ra"
1318,"Santa Cruz","2021-09-01","2da"
322,"Santa Cruz","2021-09-02","1ra"
2099,"Santa Cruz","2021-09-02","2da"
1,"Santa Cruz","2021-09-02","Refuerzo"
959,"Santa Cruz","2021-09-03","1ra"
1149,"Santa Cruz","2021-09-03","2da"
233,"Santa Cruz","2021-09-04","1ra"
486,"Santa Cruz","2021-09-04","2da"
18,"Santa Cruz","2021-09-05","1ra"
246,"Santa Cruz","2021-09-05","2da"
214,"Santa Cruz","2021-09-06","1ra"
897,"Santa Cruz","2021-09-06","2da"
583,"Santa Cruz","2021-09-07","1ra"
1361,"Santa Cruz","2021-09-07","2da"
384,"Santa Cruz","2021-09-08","1ra"
1319,"Santa Cruz","2021-09-08","2da"
1003,"Santa Cruz","2021-09-09","1ra"
1681,"Santa Cruz","2021-09-09","2da"
903,"Santa Cruz","2021-09-10","1ra"
1322,"Santa Cruz","2021-09-10","2da"
101,"Santa Cruz","2021-09-11","1ra"
352,"Santa Cruz","2021-09-11","2da"
25,"Santa Cruz","2021-09-12","1ra"
91,"Santa Cruz","2021-09-12","2da"
87,"Santa Cruz","2021-09-13","1ra"
364,"Santa Cruz","2021-09-13","2da"
445,"Santa Cruz","2021-09-14","1ra"
1122,"Santa Cruz","2021-09-14","2da"
299,"Santa Cruz","2021-09-15","1ra"
802,"Santa Cruz","2021-09-15","2da"
575,"Santa Cruz","2021-09-16","1ra"
801,"Santa Cruz","2021-09-16","2da"
273,"Santa Cruz","2021-09-17","1ra"
1806,"Santa Cruz","2021-09-17","2da"
156,"Santa Cruz","2021-09-17","Unica"
98,"Santa Cruz","2021-09-18","1ra"
295,"Santa Cruz","2021-09-18","2da"
97,"Santa Cruz","2021-09-19","1ra"
2,"Santa Cruz","2021-09-19","2da"
552,"Santa Cruz","2021-09-20","1ra"
1862,"Santa Cruz","2021-09-20","2da"
14,"Santa Cruz","2021-09-20","Unica"
697,"Santa Cruz","2021-09-21","1ra"
1530,"Santa Cruz","2021-09-21","2da"
2,"Santa Cruz","2021-09-21","Unica"
383,"Santa Cruz","2021-09-22","1ra"
3229,"Santa Cruz","2021-09-22","2da"
29,"Santa Cruz","2021-09-22","Unica"
477,"Santa Cruz","2021-09-23","1ra"
2283,"Santa Cruz","2021-09-23","2da"
74,"Santa Cruz","2021-09-23","Unica"
638,"Santa Cruz","2021-09-24","1ra"
1859,"Santa Cruz","2021-09-24","2da"
19,"Santa Cruz","2021-09-24","Unica"
84,"Santa Cruz","2021-09-25","1ra"
288,"Santa Cruz","2021-09-25","2da"
35,"Santa Cruz","2021-09-25","Unica"
96,"Santa Cruz","2021-09-26","1ra"
348,"Santa Cruz","2021-09-26","2da"
35,"Santa Cruz","2021-09-26","Unica"
747,"Santa Cruz","2021-09-27","1ra"
1025,"Santa Cruz","2021-09-27","2da"
24,"Santa Cruz","2021-09-27","Unica"
575,"Santa Cruz","2021-09-28","1ra"
1689,"Santa Cruz","2021-09-28","2da"
77,"Santa Cruz","2021-09-28","Unica"
842,"Santa Cruz","2021-09-29","1ra"
1644,"Santa Cruz","2021-09-29","2da"
13,"Santa Cruz","2021-09-29","Unica"
630,"Santa Cruz","2021-09-30","1ra"
1812,"Santa Cruz","2021-09-30","2da"
44,"Santa Cruz","2021-09-30","Unica"
475,"Santa Cruz","2021-10-01","1ra"
1178,"Santa Cruz","2021-10-01","2da"
60,"Santa Cruz","2021-10-01","Unica"
815,"Santa Cruz","2021-10-02","1ra"
246,"Santa Cruz","2021-10-02","2da"
56,"Santa Cruz","2021-10-02","Unica"
800,"Santa Cruz","2021-10-03","1ra"
100,"Santa Cruz","2021-10-03","2da"
32,"Santa Cruz","2021-10-03","Unica"
892,"Santa Cruz","2021-10-04","1ra"
1187,"Santa Cruz","2021-10-04","2da"
29,"Santa Cruz","2021-10-04","Unica"
593,"Santa Cruz","2021-10-05","1ra"
1363,"Santa Cruz","2021-10-05","2da"
66,"Santa Cruz","2021-10-05","Unica"
729,"Santa Cruz","2021-10-06","1ra"
971,"Santa Cruz","2021-10-06","2da"
13,"Santa Cruz","2021-10-06","Unica"
811,"Santa Cruz","2021-10-07","1ra"
774,"Santa Cruz","2021-10-07","2da"
16,"Santa Cruz","2021-10-07","Unica"
183,"Santa Cruz","2021-10-08","1ra"
451,"Santa Cruz","2021-10-08","2da"
2,"Santa Cruz","2021-10-08","Unica"
16,"Santa Cruz","2021-10-09","1ra"
981,"Santa Cruz","2021-10-09","2da"
18,"Santa Cruz","2021-10-09","Unica"
451,"Santa Cruz","2021-10-10","1ra"
26,"Santa Cruz","2021-10-10","2da"
6,"Santa Cruz","2021-10-10","Unica"
685,"Santa Cruz","2021-10-11","1ra"
622,"Santa Cruz","2021-10-11","2da"
34,"Santa Cruz","2021-10-11","Unica"
391,"Santa Cruz","2021-10-12","1ra"
1404,"Santa Cruz","2021-10-12","2da"
17,"Santa Cruz","2021-10-12","Unica"
804,"Santa Cruz","2021-10-13","1ra"
1543,"Santa Cruz","2021-10-13","2da"
26,"Santa Cruz","2021-10-13","Unica"
1374,"Santa Cruz","2021-10-14","1ra"
1023,"Santa Cruz","2021-10-14","2da"
37,"Santa Cruz","2021-10-14","Unica"
1204,"Santa Cruz","2021-10-15","1ra"
899,"Santa Cruz","2021-10-15","2da"
1,"Santa Cruz","2021-10-15","Refuerzo"
24,"Santa Cruz","2021-10-15","Unica"
1051,"Santa Cruz","2021-10-16","1ra"
170,"Santa Cruz","2021-10-16","2da"
11,"Santa Cruz","2021-10-16","Unica"
3,"Santa Cruz","2021-10-17","1ra"
3,"Santa Cruz","2021-10-17","2da"
1397,"Santa Cruz","2021-10-18","1ra"
795,"Santa Cruz","2021-10-18","2da"
18,"Santa Cruz","2021-10-18","Unica"
2712,"Santa Cruz","2021-10-19","1ra"
807,"Santa Cruz","2021-10-19","2da"
20,"Santa Cruz","2021-10-19","Unica"
2432,"Santa Cruz","2021-10-20","1ra"
764,"Santa Cruz","2021-10-20","2da"
13,"Santa Cruz","2021-10-20","Unica"
2685,"Santa Cruz","2021-10-21","1ra"
1256,"Santa Cruz","2021-10-21","2da"
28,"Santa Cruz","2021-10-21","Unica"
2271,"Santa Cruz","2021-10-22","1ra"
762,"Santa Cruz","2021-10-22","2da"
12,"Santa Cruz","2021-10-22","Unica"
2076,"Santa Cruz","2021-10-23","1ra"
209,"Santa Cruz","2021-10-23","2da"
1,"Santa Cruz","2021-10-23","Refuerzo"
17,"Santa Cruz","2021-10-23","Unica"
627,"Santa Cruz","2021-10-24","1ra"
93,"Santa Cruz","2021-10-24","2da"
8,"Santa Cruz","2021-10-24","Unica"
2346,"Santa Cruz","2021-10-25","1ra"
539,"Santa Cruz","2021-10-25","2da"
22,"Santa Cruz","2021-10-25","Unica"
2068,"Santa Cruz","2021-10-26","1ra"
876,"Santa Cruz","2021-10-26","2da"
20,"Santa Cruz","2021-10-26","Unica"
1784,"Santa Cruz","2021-10-27","1ra"
786,"Santa Cruz","2021-10-27","2da"
3,"Santa Cruz","2021-10-27","Unica"
1738,"Santa Cruz","2021-10-28","1ra"
1011,"Santa Cruz","2021-10-28","2da"
21,"Santa Cruz","2021-10-28","Unica"
1447,"Santa Cruz","2021-10-29","1ra"
884,"Santa Cruz","2021-10-29","2da"
4,"Santa Cruz","2021-10-29","Adicional"
25,"Santa Cruz","2021-10-29","Unica"
778,"Santa Cruz","2021-10-30","1ra"
311,"Santa Cruz","2021-10-30","2da"
54,"Santa Cruz","2021-10-30","Adicional"
1,"Santa Cruz","2021-10-30","Refuerzo"
174,"Santa Cruz","2021-10-31","1ra"
405,"Santa Cruz","2021-10-31","2da"
87,"Santa Cruz","2021-10-31","Adicional"
1,"Santa Cruz","2021-10-31","Refuerzo"
1,"Santa Cruz","2021-10-31","Unica"
1009,"Santa Cruz","2021-11-01","1ra"
978,"Santa Cruz","2021-11-01","2da"
6,"Santa Cruz","2021-11-01","Adicional"
1,"Santa Cruz","2021-11-01","Refuerzo"
18,"Santa Cruz","2021-11-01","Unica"
1059,"Santa Cruz","2021-11-02","1ra"
1386,"Santa Cruz","2021-11-02","2da"
198,"Santa Cruz","2021-11-02","Adicional"
7,"Santa Cruz","2021-11-02","Refuerzo"
33,"Santa Cruz","2021-11-02","Unica"
1114,"Santa Cruz","2021-11-03","1ra"
1060,"Santa Cruz","2021-11-03","2da"
238,"Santa Cruz","2021-11-03","Adicional"
1,"Santa Cruz","2021-11-03","Refuerzo"
28,"Santa Cruz","2021-11-03","Unica"
1139,"Santa Cruz","2021-11-04","1ra"
1212,"Santa Cruz","2021-11-04","2da"
147,"Santa Cruz","2021-11-04","Adicional"
21,"Santa Cruz","2021-11-04","Unica"
1500,"Santa Cruz","2021-11-05","1ra"
911,"Santa Cruz","2021-11-05","2da"
159,"Santa Cruz","2021-11-05","Adicional"
31,"Santa Cruz","2021-11-05","Unica"
1645,"Santa Cruz","2021-11-06","1ra"
405,"Santa Cruz","2021-11-06","2da"
1,"Santa Cruz","2021-11-06","Refuerzo"
8,"Santa Cruz","2021-11-06","Unica"
1300,"Santa Cruz","2021-11-07","1ra"
309,"Santa Cruz","2021-11-07","2da"
12,"Santa Cruz","2021-11-07","Unica"
242,"Santa Cruz","2021-11-08","1ra"
705,"Santa Cruz","2021-11-08","2da"
66,"Santa Cruz","2021-11-08","Adicional"
13,"Santa Cruz","2021-11-08","Unica"
544,"Santa Cruz","2021-11-09","1ra"
1072,"Santa Cruz","2021-11-09","2da"
28,"Santa Cruz","2021-11-09","Adicional"
1,"Santa Cruz","2021-11-09","Refuerzo"
1,"Santa Cruz","2021-11-09","Unica"
766,"Santa Cruz","2021-11-10","1ra"
1114,"Santa Cruz","2021-11-10","2da"
15,"Santa Cruz","2021-11-10","Adicional"
1,"Santa Cruz","2021-11-10","Unica"
831,"Santa Cruz","2021-11-11","1ra"
1315,"Santa Cruz","2021-11-11","2da"
17,"Santa Cruz","2021-11-11","Adicional"
8,"Santa Cruz","2021-11-11","Unica"
492,"Santa Cruz","2021-11-12","1ra"
1171,"Santa Cruz","2021-11-12","2da"
18,"Santa Cruz","2021-11-12","Adicional"
1,"Santa Cruz","2021-11-12","Refuerzo"
7,"Santa Cruz","2021-11-12","Unica"
491,"Santa Cruz","2021-11-13","1ra"
206,"Santa Cruz","2021-11-13","2da"
3,"Santa Cruz","2021-11-13","Unica"
9,"Santa Cruz","2021-11-14","1ra"
58,"Santa Cruz","2021-11-14","2da"
1,"Santa Cruz","2021-11-14","Refuerzo"
307,"Santa Cruz","2021-11-15","1ra"
1044,"Santa Cruz","2021-11-15","2da"
101,"Santa Cruz","2021-11-15","Adicional"
1,"Santa Cruz","2021-11-15","Refuerzo"
3,"Santa Cruz","2021-11-15","Unica"
412,"Santa Cruz","2021-11-16","1ra"
2232,"Santa Cruz","2021-11-16","2da"
84,"Santa Cruz","2021-11-16","Adicional"
6,"Santa Cruz","2021-11-16","Refuerzo"
6,"Santa Cruz","2021-11-16","Unica"
376,"Santa Cruz","2021-11-17","1ra"
1510,"Santa Cruz","2021-11-17","2da"
205,"Santa Cruz","2021-11-17","Adicional"
47,"Santa Cruz","2021-11-17","Refuerzo"
2,"Santa Cruz","2021-11-17","Unica"
520,"Santa Cruz","2021-11-18","1ra"
1197,"Santa Cruz","2021-11-18","2da"
433,"Santa Cruz","2021-11-18","Adicional"
425,"Santa Cruz","2021-11-18","Refuerzo"
6,"Santa Cruz","2021-11-18","Unica"
420,"Santa Cruz","2021-11-19","1ra"
1358,"Santa Cruz","2021-11-19","2da"
200,"Santa Cruz","2021-11-19","Adicional"
471,"Santa Cruz","2021-11-19","Refuerzo"
4,"Santa Cruz","2021-11-19","Unica"
314,"Santa Cruz","2021-11-20","1ra"
690,"Santa Cruz","2021-11-20","2da"
160,"Santa Cruz","2021-11-20","Adicional"
428,"Santa Cruz","2021-11-20","Refuerzo"
1,"Santa Cruz","2021-11-20","Unica"
145,"Santa Cruz","2021-11-21","1ra"
322,"Santa Cruz","2021-11-21","2da"
98,"Santa Cruz","2021-11-21","Adicional"
127,"Santa Cruz","2021-11-21","Refuerzo"
7,"Santa Cruz","2021-11-21","Unica"
111,"Santa Cruz","2021-11-22","1ra"
72,"Santa Cruz","2021-11-22","2da"
4,"Santa Cruz","2021-11-22","Adicional"
553,"Santa Cruz","2021-11-22","Refuerzo"
505,"Santa Cruz","2021-11-23","1ra"
882,"Santa Cruz","2021-11-23","2da"
387,"Santa Cruz","2021-11-23","Adicional"
657,"Santa Cruz","2021-11-23","Refuerzo"
2,"Santa Cruz","2021-11-23","Unica"
317,"Santa Cruz","2021-11-24","1ra"
1671,"Santa Cruz","2021-11-24","2da"
586,"Santa Cruz","2021-11-24","Adicional"
839,"Santa Cruz","2021-11-24","Refuerzo"
4,"Santa Cruz","2021-11-24","Unica"
393,"Santa Cruz","2021-11-25","1ra"
1845,"Santa Cruz","2021-11-25","2da"
450,"Santa Cruz","2021-11-25","Adicional"
704,"Santa Cruz","2021-11-25","Refuerzo"
3,"Santa Cruz","2021-11-25","Unica"
356,"Santa Cruz","2021-11-26","1ra"
1156,"Santa Cruz","2021-11-26","2da"
283,"Santa Cruz","2021-11-26","Adicional"
1243,"Santa Cruz","2021-11-26","Refuerzo"
8,"Santa Cruz","2021-11-26","Unica"
220,"Santa Cruz","2021-11-27","1ra"
552,"Santa Cruz","2021-11-27","2da"
127,"Santa Cruz","2021-11-27","Adicional"
619,"Santa Cruz","2021-11-27","Refuerzo"
5,"Santa Cruz","2021-11-27","Unica"
46,"Santa Cruz","2021-11-28","1ra"
174,"Santa Cruz","2021-11-28","2da"
46,"Santa Cruz","2021-11-28","Adicional"
78,"Santa Cruz","2021-11-28","Refuerzo"
217,"Santa Cruz","2021-11-29","1ra"
709,"Santa Cruz","2021-11-29","2da"
365,"Santa Cruz","2021-11-29","Adicional"
996,"Santa Cruz","2021-11-29","Refuerzo"
3,"Santa Cruz","2021-11-29","Unica"
431,"Santa Cruz","2021-11-30","1ra"
1480,"Santa Cruz","2021-11-30","2da"
362,"Santa Cruz","2021-11-30","Adicional"
1206,"Santa Cruz","2021-11-30","Refuerzo"
4,"Santa Cruz","2021-11-30","Unica"
345,"Santa Cruz","2021-12-01","1ra"
1080,"Santa Cruz","2021-12-01","2da"
434,"Santa Cruz","2021-12-01","Adicional"
1478,"Santa Cruz","2021-12-01","Refuerzo"
6,"Santa Cruz","2021-12-01","Unica"
418,"Santa Cruz","2021-12-02","1ra"
1860,"Santa Cruz","2021-12-02","2da"
146,"Santa Cruz","2021-12-02","Adicional"
800,"Santa Cruz","2021-12-02","Refuerzo"
3,"Santa Cruz","2021-12-02","Unica"
317,"Santa Cruz","2021-12-03","1ra"
877,"Santa Cruz","2021-12-03","2da"
348,"Santa Cruz","2021-12-03","Adicional"
731,"Santa Cruz","2021-12-03","Refuerzo"
6,"Santa Cruz","2021-12-03","Unica"
232,"Santa Cruz","2021-12-04","1ra"
844,"Santa Cruz","2021-12-04","2da"
80,"Santa Cruz","2021-12-04","Adicional"
269,"Santa Cruz","2021-12-04","Refuerzo"
81,"Santa Cruz","2021-12-05","1ra"
95,"Santa Cruz","2021-12-05","2da"
27,"Santa Cruz","2021-12-05","Adicional"
105,"Santa Cruz","2021-12-05","Refuerzo"
310,"Santa Cruz","2021-12-06","1ra"
792,"Santa Cruz","2021-12-06","2da"
220,"Santa Cruz","2021-12-06","Adicional"
891,"Santa Cruz","2021-12-06","Refuerzo"
3,"Santa Cruz","2021-12-06","Unica"
250,"Santa Cruz","2021-12-07","1ra"
598,"Santa Cruz","2021-12-07","2da"
172,"Santa Cruz","2021-12-07","Adicional"
238,"Santa Cruz","2021-12-07","Refuerzo"
1,"Santa Cruz","2021-12-07","Unica"
49,"Santa Cruz","2021-12-08","1ra"
